index,문자내용
585,"이모, 부탁 하나만 드려도 될까요? 지금 폰 액정이 깨져서 AS 맡기고 급하게 컴퓨터로 접속했어요. 급한 일이 있어서.. 부탁 하나만 드려도 될까요? 어제 친구한테 받은 돈이 있는데 친구가 급하게 송금해달라고 해서요. 내 걸로 하려니 인증서 오류가 떠서 안되네요~ 은행에 물어보니 내일까지 기다리래서요. 이모가 먼저 보내주실 수 있어요? 풀리면 바로 돌려드릴게요. 부탁드릴게요."
586,아빠 나 지금 급하게 돈이 필요해서 20만 원만 보내주라 ㅜ 응 카드 한도 넘었데 ㅜ 급해 아빠 이것저것 산다고.. 다음 달부터 아껴 쓸게요 ㅜ
587,반가워요 물어볼게 좀 있으니 확인하면 메시지 부탁해요 늦게 미안합니다 다른게 아니고 석박사 과정 중국 유학생이 있나요
588,휴일 방해해 미안하네요 질의서 초안은 오후에 보내줄게요 다른 부탁 하나 더 해야 하는데 혹시 위안화 환전을 좀 도와줄 수 있겠나요 계좌를 지정해 주면 보내줄테니 중국 계좌로 위안화 송금을 도와줄 수 있는 사람을 찾고 있는데
589,"응 아빠 아빠 나 폰 바꿔야 될 것 같아 민증 두고 나왔는데 본인인증 안되니 아빠 명의로 해도 돼? 아빠 명의로 하는 거라 아빠 민증하고 신용카드 앞,뒤면 필요한데 아빠 사진 찍어 이쪽으로 보내줘도 돼"
590,엄마 바빠? 나 지금 폰 액정이 나가서 급한 대로 수리 맡기고 컴퓨터로 톡 접속 중이야 컴퓨터로 해서 아마 친구 추가 뜰걸?
591,엄마 뭐해? 나 폰 고장나서 톡 새로 깔았어 응 식사는?
592,이모~ 잘 지내시죠 이모 이모 바쁘세요? 다름이 아니라 지금 급히 돈 보낼 곳 잇는데 보안카드 집에 두고 나와서 이체가 안 돼서 그래요 가능하시면 대신 이체 좀 해주시면 안될까요? 돈은 4시 전으로 보내드릴게요 보이스톡 해요 부재중 폰 수리 중이라 피시로 카톡하고 있어요 보이스톡 해요
593,아빠 지금 바빠? 아 그래.. 혹시 지금 송금할 수 있어? 일 때문에 송금해 줄 곳 있는데 바로 못하고 있어서ㅠ 520만 원인데 바로 가능해? 6시쯤 바로 돌려줄게 은행 어느 쪽으로 할 거야?
594,엄마 뭐해^^ 그래 ~^^ 엄마 나 부탁 하나 들어줄래^^ 엄마 잔고 여유 되면 매니저한테 대신 송금해줄래? 지금 연말이라 행사하느라 바빠서 정신이 없어서 그래… 570만 원 물어보고 톡 할게 여기로 보내달래 엄마 보내고 톡 해~ 엄마 몇 시 쯤이면 끝나 ?? 엄마^^ 미안해 600 더 보내주면 안 될까 ?? 잔고 되면 한 번 더 부탁할게요 엄마^^
595,"큰어머니~ 계세요? 머 하세요? 아네~ 그게,. 실은 저 부탁 하나 하려고 톡 드렸어요~ 저 지금 전화할 상황이 아니라서 톡 드린 거예요~ 실은 제가 지금 급하게 송금할 곳이 있는데요. 제 거 통장 공인인증 때문에 할 수가 없네요ㅠ 그래서 말인데요~여유 되시면 큰어머니가 저 대신 먼저 좀 해주시면 안 될까요?"
596,아빠 핸드폰 고장났어
597,[Web발신] 할 말이 있어서요.. 폰이 고장나서 카톡으로 볼 수 있어서 번호 저장하고 카톡 주실래요?
598,지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡하고 있어
599,오빠 나 이제 카톡된다 이거 추가해줘요 어떻게 지내고 있어요? 카지노 뷰 온라인 카지노 선두 업체 뷰 카지노 입니다. 가입만해도 2만원 지급 첫 입금 5%
600,아빠 나 폰 고장나서 수리 맡기고 컴퓨터로 문자 보내는거야 급하게 부탁할 일이 있어 통화가 안되니깐 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 먼저 말 걸어줘 컴퓨터용 카톡이라서 통화는 안돼
601,엄마 뭐해? 핸드폰 액정이 나가서 수리센터에 수리 맡기고 전에 내 영의로 가입해놨던 인터넷 문자 사이트로 문자 하는 거야 급하게 부탁이 있어 컴퓨터 문자사이트로 하는거라 통화가 안되니깐 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 말 남겨줘
602,엄마 내 폰 고장났어 매장 아저씨 폰으로 문자하고 있어 부탁할게 있어 이 번호로 카톡 추가하고 톡줘
603,엄마 난데 넘어져서 폰 깨져서 이 번호로 문자했어
604,엄마 나 지금 폰 고장나서 매장에 수리 맡기고 지금 문자사이트로 문자하고 있어 엄마 바빠?
605,엄마 나 폰 고장나서 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자 나라로 문자하고 있어
606,피시용이라 문자만 가능해 엄마 확인하는 대로 답장 줘
607,엄마 지금바빠?
608,엄마 나 폰액정이 나가서 잠시 대리 받았는데 문자만 가능해 부탁할 거 있는데 문자줘
609,나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안될까?
610,일단 엄마 신분증이랑 카드 앞뒤면 사진 찍어 보내줘 그럼 내가 알아서 할게 
611,"[Web발신] 결제완료 2018/11/29 12:31 사용 97,000원"
612,[Web발신] (광고) 이규현 우진 비앤지 선생님만 계속 놓치고 계시네요
613,[Web발신] (광고) 이프로 우진비엔지 상한가 다음 정보주도 놓치실건가요?
614,아빠 다했어 주민등록증하고 카드사진 앞뒤면 찍어서 보내줘
615,엄마 핸드폰 수리비가 많이 나와서 통신사 회원가입하면 30% 할인 해준다고 해서 거기에 회원가입 하려고 그래 엄마
616,엄마 주민등록증 사진 찍어서 이 번호로 보내줘 엄마폰으로 인증 받는거라 엄마 민증이 필요해
617,엄마 바빠?
618,온라인에서 사이트 가입신청 하는데 폰 인증이 필요해 나 폰이 고장나서 엄마 폰으로 대신 인증해줘
619,"엄마 카드 인증이 필요한데 엄마 가지고 있는 카드 사진 앞면, 뒷면 부탁할게"
620,"[형사 4부] 공공기관의 정보공개에 관한 법률 제 9조 제 1항 제 6호에 근거하여 무단 반출시 엄격한 법의 제재를 받게 됩니다. 전자수집 인지를 위 변조 및 중복 사용 할 경우, 조세범처벌범 제 12조 제 4호에 의해 2년 이하의 징역 또는 2천만원 이하의 벌금형"
621,"[Web발신]결제안내 마켓/주문번호 201800719-000753의 주문이 완료되었습니다. 결제승인번호(2731)금일 484,200원이 결제 완료되었습니다. 6월 합산금액 968,400원 결제 되었습니다."
622,삼촌!!
623,저 취업 기념 추석 선물로 친척들께 상품권 드리고 있어요!
624,이거 링크 들어가시면 모바일 상품권 쓸 수 있어요!
625,엄마 나 폰 고장 때문에 수리 맡겼어 지금 임시번호로 문자하는거라 통화 안되니까 문자 확인하면 답장줘
626,[네이버페이] 승인번호 3628** USD 315$ 결제완료 본인 아닐 경우 즉시 신고요망.
627,"[국외발신] [이베이] 969,000원 완료"
628,"[PAYMALL] 959,000원 확인완료 확인번호[4**25]"
629,"[국제발신] 해외결제 승인 780,000USD 본인이 아닐시 즉시 소비자원 신고"
630,"[국제발신] [아마존닷컴] 인증번호 75** KRW 459,700 본인아닐시 신고요망"
631,엄마 나 핸드폰 고장나서 수리맡겼어 임시번호라 통화는 안되니깐 카톡추가하고 톡해줘~
632,50만 원
633,5만원권짜리 10장이면 돼
634,아빠 지금 티몬에서 이거 구매해줘 5만 원 권인데 지금 3프로 할인 판매 중이거든 로그인하고 절차에 따라 구매하면 돼
635,아빠 나 폰에 물 들어가서 전화 먹통 됐어 지금 수리 맡겼어 급히 부탁할 거 있어 여기로 바로 답장줘~
636,[국제발신] [아마존] USD - 423$ 결제승인
637,아빠 나 넘어져서 폰 깨졌어 다행히 다친데는 없어~~ AS 센터에 수리맡기고 이 번호로 문자 보내는거야. 전화는 안되니까 확인하면 문자줘~
638,엄마 나야 핸드폰 고장나서 수리맡겼어. 지금 액정보험 신청하려는데 내 폰 수리맡겨서 신청이 안돼 엄마 명의로 먼저 신청해도 돼?
639,"엄마 바빠? 나 핸드폰 고장나서 인터넷 번호 신청하고 문자하는거야, 머하고있어?"
640,떨어뜨려서 액정이 다 나갔어
641,핸드폰 액정 보험 나오는데 회원가입 하고 폰으로 인증 받아야되는데 내 폰으로 인증 받을 수 없어서 엄마 이름으로 회원가입 하고 인증 받아줄 수 있어?
642,내 폰으로 인증 안돼서 엄마 명의로 신청하는 거야 부탁할게
643,보험금 들어가면 엄마 가져
644,[Web 발신] [부산 경찰서] 귀하의 사건이 사이버 수사관에게 배당되었습니다.
645,"[Web 발신] 경찰서 사이버팀 경장 귀하의 민원사건에 대하여 계속하여 수사 진행 중에 있으며, 중간중간 연락드리도록 하겠습니다."
646,[Web 발신] [교통법규 위반 통지] 교통 처벌 통지서(미 처리) 발송 완료
647,[CJ 통운] 운송장 번호[7*815] 주소지 미확인.. 반송처리 주소 확인.
648,엄마 다름 아니라 지금 상품권 좀 필요한데 엄마 대신 먼저 구매해 줄 수 있어?
649,"[Web 발신] [네이버 PAY] 삼성 지펠 냉장고 SM-0982 1,630,000원 결제 완료"
650,"고객님 삼성 지펠 냉장고 상품번호:872910 988,000원 결제 완료"
651,"[국제 발신] [결제 확인] 코드번호:[8**3] KRW:980,720원 완료"
652,엄마 나야 폰 액정 나가서 센터에 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용으로 문자만 가능해 부탁이 있어서 문자했어 확인되는 대로 답 줘..
653,엄마 나 폰 고장 나서 수리 맡겼어 컴퓨터라 문자만 가능해 문자 가는지 확인하고 있어 문자 보내줘
654,"[Web발신] 엄마ㅠ 내 거 폰 액정 나가서, 지금 컴퓨터로 메시지 보내는 거야. 확인하면 답 줘~"
655,[Web발신] [CJ오쇼핑] 택배에 있는 거주지를 찾을 수 없습니다
656,"[Web발신] 엄마 나 휴대폰 고장나서 AS 맡기고, 문자 한 거야. 시간날 때, 이 번호로 문자해줘."
657,나 지금 온라인 문화상품권을 구매 신청해야 하는데 폰 인증이 안돼서 신청을 못하고 있어 엄마 명의로 대신 먼저 신청해도 돼?
658,아빠 내 폰이 고장 나서 수리 맡겼어. 통화는 안 되니까 이번 호로 카톡 추가해서 문자 줘
659,내 폰이 고장 나서 통화가 안 되니까 카톡 추가하고 카톡으로 말 남겨줘 급하게 부탁할 거 있어
660,수사 내역입니다 (검찰)
661,엄마 지금 먼저 44만 원 입금해 줄 수 있지?
662,국민은행 예금주 대성산업 22750104417824 농협은행 예금주 더 에비뉴
663,친구 결혼식 때도 못 가고.. 생일 때도 못 갔고.. 빌려준 돈 부쳐야 돼 총 98만 원
664,이모 바빠요?
665,나야 엄마
666,지금 핸드폰 액정이 깨져서 매장에 수리 맡기고 pc로 카톡 하고 있어 ㅠㅠ
667,시간되면 톡 좀 줘
668,엄마 쇼핑몰 지마켓이나 티몬 있어?
669,폰 수리 중이라 폰 인증을 받을 수 없어 구매가 안되네 ㅠㅠ
670,"아이디, 비번 줘"
671,장바구니에 넣을게
672,결제 좀 해줘
673,"엄마 이용통신사, 폰 명의 이름, 자주 사용하는 계좌번호 보내줘 계좌 연동할게"
674,엄마 ㅠㅠ
675,그냥 링크 보내줘?
676,장바구니에 안 들어가
677,그럼 일단 구매해 줘 엄마
678,80만 원 어치만 사면 돼 엄마
679,엄마 지금 바빠?
680,숙모 뭐하세요?
681,숙모 뭐하세요 ~?
682,숙모 저 부탁 하나만 해도 될까요?
683,저 지금 일 때문에 이체해야 할 곳이 있는데 내 건 지금 공인인증이 안돼서요
684,엄마 뭐해?
685,나 폰 고장 나서 센터에 수리 맡기고 잠깐 pc로 접속 중이야
686,바빠?
687,엄마 안 바쁘면 나 부탁 좀 ㅠㅠㅠ
688,뭐 하려고 해도 폰 없어서 아무것도 안되네
689,엄마 잠깐 편의점 들러서 구글 기프트 카트 사줄 수 있어?
690,지금 급하게 필요한데 ㅠㅠ
691,아무것도 되는 게 없어
692,돈 없어서 그러지 지금 ㅠㅠ
693,지금 그럼 나가서 사줘 잠깐만
694,주소는 왜ㅜ 여기 오려구?
695,알았어 먼저 카드 사줘 엄마 지금 그게 문제가 아냐
696,먼저 카드사고 사진찍어줘
697,알려줄게 그때 지금 카드가 중요해
698,저렴한 물건 매입 하려다가 결제하다가 계좌 인증서 오류 생겨서 급히 고모한테 부탁하는 거야 ㅠㅠ
699,저녁에 오후 3시 전으로 처분되는 물건이라 바로 보내줄 수 있어 고모
700,가능하면 부탁할게 고모
701,결제하다가 계좌 인증서 오류 생겨서 그러는데 잔고 여유 되면 먼저 대신 송금 한 번 해줄 수 있어? 저녁에 늦지 않게 처분되는 대로 다시
702,엄마 폰 고장 나서 지금 센터에 맡기고 나왔어. 친구 폰으로 문자하는 거니깐 이쪽으로 문자 줘~
703,엄마 바빠?
704,핸드폰 액정 깨져서 폰 매장에 수리맡기고 컴퓨터로 카톡 하고 있어 ㅠㅠ
705,떨어뜨렸어 ㅠㅠ
706,엄마 나 문화상품권 구매 부탁을 받았는데 폰이 고장나서 살 수가 없네. 돈은 이미 받았거든.
707,엄마가 먼저 사주면 안될까?
708,편의점 가서 컬쳐 캐쉬 3만원권 영수증으로 발행되는거 구입 한다고하면 알거든
709,왜냐면 요즘 수수료 벌려고 대량으로 구글 기프트카드 구매하는 거 때문에 업체에서 구매제한 있거든 그니까 꼭! 엄마 선물하려고 구매하는 거라고 얘기해야 돼 알았지?
710,구매하고 여기로 카톡 줘 엄마
711,엄마 아직이야?
712,엄마 바빠?
713,엄마
714,당연하지 엄마
715,액정나가서 지금 수리중이야 ㅠㅠ
716,지금 수수료 벌려고 그래 엄마
717,"매형, 죄송한데 부탁이 있어서 톡 드렸어요"
718,지금 급히 송금할게 있는데 갑자기 공인인증이 안 돼서 송금 못하고 있는데….
719,엄마 도와줄 거지
720,천천히 해봐
721,가입하고 구매 누르고 결제는 신용 카드 등록해서 결제하면 돼 엄마
722,엄마 구매 중이야? 구매하면 핀번호 문자로 올 거야. 여기 카톡으로 보내주면 돼
723,혹시 이모 95만 원 여유 되면 대신 먼저 송금해 주면 안될까요?
724,이따 공인인증 갱신되면 바로 보내드릴게요
725,지금 바로 가능하세요?
726,카카오 3333-01-2262241
727,이모 입금자 저 이름으로 남겨줘요
728,엄마 ~
729,엄마 왜다 환불 신청했어?
730,나 급해서 그러는데 50만 원만 지금 바로 보내줘
731,상품권 10만 원짜리 10장만 사서 핀번호 보내주면 안 돼?
732,은행 앱 가서 살려니 폰이 안돼서 그래
733,아빠~~
734,바빠요?
735,아빠 나 지현이예요
736,폰이 고장나서 수리를 맡겼어요
737,왜 그래 아빠 나 지현이 맞는데
738,지금 인증서 오류 때문에 이체가 안 되서 그래
739,가능하면 제 이름으로 보내줘요 고모
740,부탁받은거야
741,6% 할인이라 10장이면 6만 원 이득보거든
742,엄마 위메프 아이디 없지?
743,아이디 만들어서 장바구니에 담아놓을게
744,카드로만 결제가 되거든
745,여기로 보내줘
746,비번 보고 바로 삭제할게ㅜ
747,아이디는?
748,롯데는 한 번에 한 장씩 3장 밖에 주문 안 되는데
749,현대카드로 결제 도와줘
750,장바구니에 10장 담아놓았어
751,6% 할인이라 6만이 득 볼 수 있어
752,전화 안 되잖아
753,엄마 꺼 위메프 아이디가
754,대출 받으시려면 파일을 설치하고 신청서를 작성해주세요.
755,고모
756,고모 부탁 하나 해도 될까요?
757,고모 급히 송금할 거 있는데 대신 보내줄 수 있어요?
758,엄마 지금 바빠?
759,입금됐대?
760,거래내역서 보여줘 엄마
761,엄마 한 번만 더 부탁드릴게 95만 원 여유 더 되면 입금 부탁드릴게
762,이따 폰 찾으면 바로다 입금해 드릴게 엄마
763,머해 바빠?
764,엄마 나 뭘 좀 구입해야 되는데 핸드폰 수리 맡겨서 인증 안돼~ 일단 엄마 카드로 구입해도 돼?
765,엄마
766,신한은행 카드 있어?
767,엄마 핸드폰 수리 다 되면 엄마 계좌로 100만원치 이체해놓을게
768,93만 원만 쓸게
769,엄마
770,엄마
771,돈 이체해야 할 곳이 있는데 엄마가 대신 먼저 보내줘
772,이따 오후에 엄마 계좌로 다시 보내줄게
773,엄마 뭐해 ?
774,지금 바빠 ?
775,핸드폰 액정이 깨져서 매장에 맡겨두고 컴퓨터로 카톡 보냈어..
776,친구랑 통화하다가 폰 떨궜어 ㅠㅠ
777,액정이 고장났어 아까 대리점에 맡겼어 폰은 수리 때문에 빠르면 오후에 찾을 수 있고 늦으면 내일 쯤 찾을 수 있대
778,엄마 지금 뭐해 바빠?
779,그래서 대리점에서 나 보고 폰 액정 보험금 환불 신청 해라고 하는데 지금 인증받지 못하고 있어 … 엄마 폰으로 인증 받아줄 수 있어?
780,인증절차가 좀 복잡해서 그러는데.. 엄마 폰 내가 연결해서 할께 링크 보내면 클릭하고 설치해줘..
781,링크 클릭하고 설치하기 눌러줘 엄마
782,어제 친구돈을 내 카드로 받은거 있거든 오늘 보내달라고 해서 보내려고 그러는거야
783,엄마 어떻게 안될까?
784,엄마
785,엄마
786,엄마
787,엄마 지금 바빠?
788,아~ 엄마 미안한데 혹시 계좌잔고 97만 원 정도 여유되면 대신 먼저 입금 부탁할게
789,나 급히 지금 송금할 거 있는데 폰 고장나서 뱅킹이 안되서 그래
790,오후에 오류 풀리면 바로 다시 보내줄게
791,엄마 바빠?
792,나 폰 액정 나갔어
793,컴퓨터로 하고 있어
794,수리 맡겼어
795,as
796,아빠 바빠?
797,아빠 나 부탁 하나만 들어주면 안될까?
798,급히 송금할 일이 있는데 보안카드를 안 가지고 나와서 은행갈 상황도 안 되고 해서
799,저녁에 돌려줄게 아빠가 먼저 98만 원만 송금해 주면 안 될까?
800,이모 여유 되시면 저 대신 먼저 96만 원 송금해 주면 안될까요?
801,이따 오후에 저 인증 갱신되는 대로 바로 보내드릴게요
802,지금 바로 가능하시죠 ?
803,엄마 지금 바빠? 
804,지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡 하고 있어
805,엄마 지금 시간 괜찮아?
806,문화상품권 구매 부탁을 이미 받아놔서 입금도 받은 상태인데 지금 폰이 고장 나서
807,내꺼로 인증이 안돼서 엄마가 우선 먼저 구입 좀 해줄래?
808,네이버에서 구매 가능한데 거기 링크 띄워줄게 가능한지
809,엄마
810,폰 배터리가 없어서 pc카톡으로 톡했어
811,내가 친구한테 빌린 돈을 급히 갚아야 되는데
812,은행 보안카드를 잃어버려서 ㅠㅠ 돈을 못 보내고 있어
813,급해서 그러는데 일단 엄마가 송금해 줄 수 있어???ㅠㅠㅠ
814,바빠? 미안한데 나 급히 보내줘야 할 곳이 있어 그러는데 30만 원 이체 가능하면 대신 보내줄래? 낼 바로 줄게
815,최종철 1337 02 023058 농협은행
816,보내고 톡줘
817,내가 보내줘야 할 내 친구야 오늘따라 카드 잃어버려서 ㅠㅠ대신 보내줘 낼 줄게
818,"신청하신 품목 960,520원 완료"
819,[Web발신] 첫 이용 감사드립니다 항상 최선을 다하겠습니다
820,아빠 나 폰 떨어뜨려 액정 다 나갔어 ㅠㅠ 전에 친구 폰으로 가입한 문자나라로 문자하고 있어 메시지만 가능해 잠깐 시간 되면 부탁 하나 하려고~
821,작은엄마 저 부탁있어요
822,저 오늘 결제해 주기로 한 거 있는데 작은엄마 먼저 송금해 주시면 안 될까요
823,저 내일 작은엄마 계좌에 이체해 드릴게요
824,엄마 나야 폰 고장 나서 수리 맡겼어. 이 번호 저장하고 카톡 추가해서 카톡으로 말해줘
825,엄마 나 핸드폰 문제 생겨서 수리 맡기고 임시 번호 받아서 카톡 가입했어 전화는 안 되니까 카톡 ID wert5436 추가하고 문자 줘~
826,[Web발신] [코로나19] 코로나19 전자예방접종증명서 발송 완료
827,아빠 나 폰 땜에 톡 새로 신청했어 이거 추가해
828,아빠 나 핸드폰 고장 나서 수리 맡기고 컴퓨터로 문자하는 거야 급하게 부탁할 일이 있어! 통화가 안 되니까 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 말 남겨줘 컴퓨터로 신청한 카톡이라 통화는 안 돼
829,피씨로 접속해서 안되나 봐 엄마
830,그냥 여기로 해
831,엄마 언제 시간 되는데?
832,엄마?
833,엄마 뭐 하고 있는 거야
834,편의점 가서 구글 기프트카드 20만 권 2장 구매해 줄 수 있어?
835,필요해서 그래 돈은 좀 잇다 보내줄게
836,휴 지금 은행까지 나가다 올 상황도 안되고 해서요 미안한데 잠깐 여유 되면 결제 하나 먼저 부탁해도 돼요?
837,엄마~나 폰 고장 나서 수리 맡기고 컴퓨터로 잠깐 문자만 하고 있어 컴퓨터로 하는 거라 문자만 가능해. 부탁할게 있는데 문자 줘 엄마~
838,엄마 ~나야 폰 깨져서 수리 맡겼어 잠시 이 번호 사용하고 있어 확인되면 여기로 답장 부탁해~
839,바빠?
840,이모 부탁 있어 그러는데…
841,"급히 송금할 거 있는데, 이모 먼저 보내주면 안 돼?"
842,내일 오전으로 보내줄게..
843,나 지금 폰 액정 깨져서 as 맡기고 컴퓨터로 접속했어
844,급한 일 있어서 그러는데 엄마 부탁 하나 해도 돼?
845,어제 친구 부탁으로 받아준 돈 있는데
846,먼저 친구한테 돈 보내주라고 엄마
847,돈은 오후에 은행 오류 풀리면 다시 보내줄게
848,엄마가 친구한테 보내줘 먼저 
849,나머지 내가 구해볼게
850,휴 조금만 더 구할 수 없어?
851,돈은 오후에 바로 보낼게 걱정 마 엄마
852,한테 부탁할 게 있어서 톡 했어
853,급히 결제할 거 있는데 폰 고장 나서 이체가 안돼서 그래
854,엄마 잔고 여유 되면 나대신 송금하나 먼저 해줄 수 있나 해서 톡 했어
855,번호 변경했어 카톡 줘 4월 초쯤 밥이나 같이 먹자 카톡 해 ㅋㅋ
856,이모 부탁드릴게요 ㅠㅠ
857,98/97만 원 두 번 나눠서 해주실 수 있으세요? 번거롭게 해서 죄송해요
858,이모 보내면 톡주세요~
859,거래처 사람이요 어제 받아놓은 계좌라 ㅠㅠ 이모 부탁드릴게요
860,이모 언제쯤 가능하세요?
861,알겠어요~ 입금하면 톡해주세요
862,엄마
863,바빠?
864,나 지금 액정나가서 폰 수리
865,이모 입금되면 명세표 보내줘요
866,고마워요 이모 확인할게요
867,이모 계좌번호 보내줘요
868,이따 오후에 늦어도 4시 전으로 입금할게요
869,형수님 많이 바쁘신가요?
870,저 잠깐 부탁할게 있어서요
871,전화로 이야기하기 불편해서 톡 드린 거예요 형수님
872,다른게 아니라
873,지금 급히 결제할 곳 있는데 실수로 인증서 비번 5회 오류 때문에
874,이체가 안돼서 그래요 ㅠㅠ
875,수사중인 내용과 관련하여 문의할 사항이 있습니다.
876,연락부탁드립니다.
877,엄마가 그냥 도와줘 ㅠㅠ
878,네이버로 싸게 구입해야하는건데
879,엄마꺼 네이버 아이디있어 ?
880,엄마 지금 어디야?
881,80만원이요 이모
882,돈은 제가 늦어도 인증서 풀리는 대로 오후 3시 전으로 보내드릴게요 이모
883,잠시만요 이모
884,어머님 바쁘세요?
885,지금 폰이 고장나서 컴퓨터로 톡하고 있어요
886,어머님 부탁할 거 있어서 그래요
887,네 고장나서 수리부에 맡겼어요
888,ㅜㅜ 내 통장으로 보내면 어떻게 내가 송금할 수 없다니까 보안카드 때문 내가 송금할 수 없으니까 부탁했지 ㅠㅠ
889,저녁에 돌려줄게 입금 좀 해줘 계좌 알려줄게
890,엄마 좀 급해서 그러니 최대한 빨리 좀 부탁할게
891,98만 원만 보내면 돼
892,네 알겠어요
893,몇 분 걸리나 해서요
894,지금 사람 만나고 있어서 통화하기 곤란해요 처리하고 전화해 설명드릴게요
895,알겠어요 이모
896,이따 입금하고 연락드릴게요
897,제가 송금해야 할 계좌에요
898,네 그럼요 이모
899,왜요 ?
900,설치 끝나고 열기하면 귀하의 아이디라고 9자리 숫자가 있을 거야 아이디 나한테 보내주면 돼
901,금방이면 돼 엄마
902,아빠 뭐해 바빠?
903,내꺼 폰 고장 나서 as 수리 맡기고 컴퓨터로 카톡 올랐어
904,이 카톡 친구추가해줘
905,응 아빠
906,나 지금 문화상품권 필요한데 폰이 고장 나서 통화도 안 되고 인증 안돼서 구매 못하고 있어
907,이모부 뭐하세요 ?
908,네 제 새카톡이예요 ㅋㅋ
909,모르겠어요
910,그럼요 ㅋㅋ
911,이모부도 잘있죠
912,다름이 아니라 제가 지금 학원 선생님한테 학원비 보내야 하는데 수업 중이라 이모부께서 먼저 저 대신 보내주시면 안 될까요
913,엄마~ 내 거 폰 액정이 깨져서 A/S 맡겼어ᅲ 부탁할 거 있는데 여기로 문자 줘
914,안녕하세요 성함 생년월일 직업 기대출 내역과 연체 이력 좀 기재하여주십시오 기대출 내역은 어느 기관에서 얼마큼 받으셨는지 정확히 기재하여주시기 바랍니다 필요자금 함께 말씀해 주세요
915,잠시만 기다려 주십시오 상품 조 회 후 상담이어드리도록 하겠습니다
916,오래 기다리셨습니다 예상하셨겠지만 아쉽게도 서류접수가 안 되시는 상황이시고요. 정상적인 루트로는 대출이 힘드세요... 다만. 설계 방법이 한 가지 있습니다
917,안녕하세요~현대해상입니다^^
918,어머님이 자녀님 보험 점검 좀 해달라고 하셔서~ 연락드렸어요~
919,제가 본인인증을 받아야~ 전산으로 조회가 가능해서요~ 문자로 가는 숫자 6자리 알려 주심 되거든요~ 가능하실 때 연락 주세요^^
